,ID,Department,Team
6175,57061,Sciences,Sciences Team 1
6176,83547,Investment,Investment Team 1
6177,67272,Sciences,Sciences Team 2
6178,63730,Risk Management,Risk Management Team 1
6179,60213,Sciences,Sciences Team 1
6180,29226,Investment,Investment Team 3
6182,58398,Marketing,Marketing Team 1
6183,67033,Sales,Sales Team 3
6184,74740,Sales,Sales Team 2
6185,32774,Human Resources,Human Resources Team 1
6186,89862,Sales,Sales Team 1
6187,89085,Risk Management,Risk Management Team 1
6188,42141,Marketing,Marketing Team 1
6189,17002,Investment,Investment Team 3
6190,15067,Investment,Investment Team 3
6191,29368,Sales,Sales Team 2
6192,96998,Human Resources,Human Resources Team 1
6193,21327,Sales,Sales Team 1
6194,14601,Sciences,Sciences Team 2
6195,63633,Engineering,Engineering Team 1
6196,27108,Investment,Investment Team 3
6197,86438,Sales,Sales Team 1
6199,38951,Marketing,Marketing Team 1
6200,88920,Human Resources,Human Resources Team 1
6201,30394,Engineering,Engineering Team 1
6202,60223,Marketing,Marketing Team 1
6203,17886,Engineering,Engineering Team 1
6204,92928,Marketing,Marketing Team 1
6205,43680,Investment,Investment Team 2
6206,46560,Investment,Investment Team 1
6207,18475,Adminstration,Adminstration Team 4
6208,80416,Investment,Investment Team 1
6209,51397,Human Resources,Human Resources Team 2
6210,45310,Investment,Investment Team 1
6211,73075,Investment,Investment Team 1
6212,29922,Sciences,Sciences Team 2
6213,80358,Risk Management,Risk Management Team 1
6214,20537,Engineering,Engineering Team 1
6215,50690,Marketing,Marketing Team 1
6216,45158,Sciences,Sciences Team 1
6217,74980,Human Resources,Human Resources Team 1
6218,70357,Marketing,Marketing Team 1
6219,59692,Human Resources,Human Resources Team 1
6220,80502,Sales,Sales Team 3
6221,57730,Sciences,Sciences Team 2
6222,25677,Marketing,Marketing Team 1
6223,58115,Sciences,Sciences Team 2
6224,57846,Sciences,Sciences Team 2
6225,72991,Adminstration,Adminstration Team 4
6226,43689,Sciences,Sciences Team 1
6227,96458,Human Resources,Human Resources Team 1
6228,74542,Marketing,Marketing Team 1
6229,60522,Human Resources,Human Resources Team 2
6230,42917,Engineering,Engineering Team 3
6231,70718,Marketing,Marketing Team 1
6232,24254,Engineering,Engineering Team 4
6233,69714,Adminstration,Adminstration Team 2
6234,85634,Sciences,Sciences Team 2
6236,10803,Risk Management,Risk Management Team 1
6237,98684,Risk Management,Risk Management Team 1
6238,25158,Sales,Sales Team 1
6239,97223,Sales,Sales Team 2
6240,26170,Sciences,Sciences Team 1
6241,46153,Human Resources,Human Resources Team 2
6242,92913,Risk Management,Risk Management Team 1
6243,29753,Adminstration,Adminstration Team 3
6244,47903,Marketing,Marketing Team 1
6245,81603,Human Resources,Human Resources Team 1
6246,42104,Sales,Sales Team 2
6247,53417,Risk Management,Risk Management Team 1
6248,21946,Adminstration,Adminstration Team 2
6249,14553,Marketing,Marketing Team 1
6250,63247,Engineering,Engineering Team 2
6251,37563,Adminstration,Adminstration Team 4
6253,82558,Sciences,Sciences Team 1
6254,24729,Adminstration,Adminstration Team 3
6255,69925,Marketing,Marketing Team 1
6256,60919,Engineering,Engineering Team 4
6257,18277,Human Resources,Human Resources Team 2
6258,42250,Marketing,Marketing Team 1
6259,39132,Sciences,Sciences Team 1
6260,63720,Engineering,Engineering Team 3
6261,17093,Marketing,Marketing Team 1
6262,73222,Risk Management,Risk Management Team 1
6263,80683,Adminstration,Adminstration Team 4
6264,66774,Sciences,Sciences Team 2
6265,18867,Marketing,Marketing Team 1
6266,22494,Investment,Investment Team 1
6267,78438,Risk Management,Risk Management Team 1
6268,99347,Sales,Sales Team 2
6270,69003,Human Resources,Human Resources Team 1
6271,44101,Human Resources,Human Resources Team 1
6272,91956,Human Resources,Human Resources Team 1
6273,13107,Investment,Investment Team 2
6274,53340,Marketing,Marketing Team 1
6275,22238,Sciences,Sciences Team 1
6276,71344,Investment,Investment Team 3
6277,34016,Sales,Sales Team 3
6278,28359,Sciences,Sciences Team 2
6279,21496,Sciences,Sciences Team 1
6280,44004,Adminstration,Adminstration Team 3
6281,90211,Risk Management,Risk Management Team 1
6282,89760,Human Resources,Human Resources Team 2
6283,18069,Adminstration,Adminstration Team 2
6284,72521,Risk Management,Risk Management Team 1
6285,63787,Adminstration,Adminstration Team 2
6287,64094,Engineering,Engineering Team 3
6289,60175,Marketing,Marketing Team 1
6290,28436,Sales,Sales Team 3
6291,37081,Marketing,Marketing Team 1
6292,43580,Human Resources,Human Resources Team 1
6293,79521,Investment,Investment Team 1
6294,35940,Marketing,Marketing Team 1
6295,49009,Adminstration,Adminstration Team 1
6296,41106,Investment,Investment Team 3
6297,32966,Adminstration,Adminstration Team 4
6298,39443,Engineering,Engineering Team 4
6299,99984,Human Resources,Human Resources Team 2
6300,78922,Investment,Investment Team 1
6301,96182,Sciences,Sciences Team 1
6302,90474,Engineering,Engineering Team 4
6303,48663,Human Resources,Human Resources Team 1
6304,99465,Marketing,Marketing Team 1
6305,30264,Sciences,Sciences Team 1
6306,33640,Investment,Investment Team 2
6307,52270,Human Resources,Human Resources Team 1
6308,38192,Investment,Investment Team 2
6309,48908,Risk Management,Risk Management Team 1
6310,67242,Sciences,Sciences Team 1
6312,71208,Marketing,Marketing Team 1
6313,73131,Risk Management,Risk Management Team 1
6314,66507,Sales,Sales Team 1
6315,98066,Investment,Investment Team 1
6316,86045,Sales,Sales Team 3
6317,72051,Marketing,Marketing Team 1
6318,96196,Investment,Investment Team 3
6319,24436,Sales,Sales Team 1
6320,92960,Sciences,Sciences Team 2
6321,92525,Sales,Sales Team 1
6322,62515,Marketing,Marketing Team 1
6323,43615,Sales,Sales Team 3
6324,41321,Risk Management,Risk Management Team 1
6326,30890,Marketing,Marketing Team 1
6327,78920,Human Resources,Human Resources Team 2
6328,23447,Sales,Sales Team 2
6329,99632,Engineering,Engineering Team 3
6330,47782,Investment,Investment Team 1
6331,94382,Risk Management,Risk Management Team 1
6332,61103,Risk Management,Risk Management Team 1
6333,77278,Marketing,Marketing Team 1
6334,96867,Investment,Investment Team 2
6335,91787,Sciences,Sciences Team 2
6336,52238,Human Resources,Human Resources Team 1
6337,67791,Marketing,Marketing Team 1
6338,89006,Engineering,Engineering Team 4
6339,38363,Sciences,Sciences Team 2
6340,83007,Human Resources,Human Resources Team 1
6341,53684,Marketing,Marketing Team 1
6342,56224,Sciences,Sciences Team 2
6344,66263,Investment,Investment Team 3
6345,36835,Marketing,Marketing Team 1
6346,26498,Adminstration,Adminstration Team 4
6347,29522,Human Resources,Human Resources Team 1
6348,22444,Sales,Sales Team 2
6350,44070,Sciences,Sciences Team 2
6351,63463,Marketing,Marketing Team 1
6352,60492,Adminstration,Adminstration Team 2
6353,57777,Engineering,Engineering Team 2
6354,83673,Risk Management,Risk Management Team 1
6355,34047,Human Resources,Human Resources Team 2
6356,33571,Sales,Sales Team 2
6357,88707,Risk Management,Risk Management Team 1
6358,49570,Human Resources,Human Resources Team 1
6359,54543,Sciences,Sciences Team 2
6360,51617,Sciences,Sciences Team 2
6361,29624,Engineering,Engineering Team 3
6362,58452,Sciences,Sciences Team 2
6363,36385,Engineering,Engineering Team 3
6364,58550,Human Resources,Human Resources Team 2
6365,39880,Risk Management,Risk Management Team 1
6366,26843,Sales,Sales Team 3
6367,35953,Marketing,Marketing Team 1
6368,48481,Engineering,Engineering Team 4
6369,14061,Investment,Investment Team 2
6370,78077,Risk Management,Risk Management Team 1
6371,43287,Marketing,Marketing Team 1
6372,41450,Sciences,Sciences Team 1
6373,96032,Adminstration,Adminstration Team 2
6374,86787,Sales,Sales Team 2
6375,46980,Sciences,Sciences Team 1
6376,32519,Human Resources,Human Resources Team 1
6378,93954,Marketing,Marketing Team 1
6379,76622,Engineering,Engineering Team 3
6380,34757,Engineering,Engineering Team 4
6382,74315,Adminstration,Adminstration Team 2
6383,89208,Sales,Sales Team 1
6384,80946,Engineering,Engineering Team 4
6385,12299,Investment,Investment Team 1
6386,64828,Risk Management,Risk Management Team 1
6388,70239,Adminstration,Adminstration Team 2
6389,53178,Human Resources,Human Resources Team 1
6390,11403,Risk Management,Risk Management Team 1
6391,34675,Sciences,Sciences Team 2
6392,70623,Adminstration,Adminstration Team 4
6393,95998,Human Resources,Human Resources Team 2
6394,39154,Engineering,Engineering Team 3
6395,16678,Risk Management,Risk Management Team 1
6396,36373,Marketing,Marketing Team 1
6397,43081,Adminstration,Adminstration Team 1
6398,66366,Sciences,Sciences Team 1
6399,69067,Sales,Sales Team 1
6400,36615,Sciences,Sciences Team 2
6401,82072,Adminstration,Adminstration Team 1
6402,28239,Engineering,Engineering Team 4
6403,66503,Marketing,Marketing Team 1
6404,11418,Human Resources,Human Resources Team 2
6405,28756,Investment,Investment Team 3
6406,52384,Human Resources,Human Resources Team 2
6407,80682,Engineering,Engineering Team 2
6408,97124,Sciences,Sciences Team 2
6409,28685,Engineering,Engineering Team 2
6410,49196,Adminstration,Adminstration Team 2
6411,96688,Marketing,Marketing Team 1
6412,37850,Engineering,Engineering Team 1
6413,22109,Engineering,Engineering Team 2
6414,81166,Sciences,Sciences Team 1
6415,67948,Human Resources,Human Resources Team 1
6416,55263,Investment,Investment Team 1
6417,65358,Investment,Investment Team 3
6418,86851,Sciences,Sciences Team 1
6420,31871,Human Resources,Human Resources Team 2
6421,94584,Human Resources,Human Resources Team 1
6422,35751,Sciences,Sciences Team 2
6423,86572,Sales,Sales Team 2
6424,54938,Investment,Investment Team 3
6425,74564,Sales,Sales Team 1
6427,85086,Human Resources,Human Resources Team 2
6428,30125,Sciences,Sciences Team 2
6429,19498,Marketing,Marketing Team 1
6430,44062,Sciences,Sciences Team 2
6431,47592,Sales,Sales Team 1
6432,81301,Engineering,Engineering Team 2
6433,52803,Marketing,Marketing Team 1
6434,82864,Sales,Sales Team 1
6436,51435,Marketing,Marketing Team 1
6437,15123,Risk Management,Risk Management Team 1
6438,67158,Human Resources,Human Resources Team 1
6439,30082,Sales,Sales Team 3
6440,86371,Sales,Sales Team 1
6441,10117,Adminstration,Adminstration Team 2
6442,58885,Sales,Sales Team 2
6444,20830,Investment,Investment Team 1
6445,35188,Adminstration,Adminstration Team 3
6446,34958,Marketing,Marketing Team 1
6447,11401,Engineering,Engineering Team 2
6448,76029,Sciences,Sciences Team 2
6449,41069,Human Resources,Human Resources Team 1
6450,58473,Marketing,Marketing Team 1
6451,21169,Adminstration,Adminstration Team 3
6452,65329,Marketing,Marketing Team 1
6453,43518,Sales,Sales Team 3
6454,61092,Sales,Sales Team 1
6455,47920,Investment,Investment Team 2
6456,28106,Marketing,Marketing Team 1
6457,80886,Risk Management,Risk Management Team 1
6458,66734,Human Resources,Human Resources Team 1
6459,41831,Investment,Investment Team 1
6460,53646,Adminstration,Adminstration Team 4
6461,29143,Sales,Sales Team 2
6463,72145,Human Resources,Human Resources Team 2
6464,65595,Investment,Investment Team 3
6465,91812,Engineering,Engineering Team 4
6466,93786,Sales,Sales Team 1
6467,74175,Engineering,Engineering Team 1
6468,10989,Marketing,Marketing Team 1
6469,19338,Adminstration,Adminstration Team 4
6470,57986,Marketing,Marketing Team 1
6471,81341,Risk Management,Risk Management Team 1
6472,83422,Risk Management,Risk Management Team 1
6473,94800,Sciences,Sciences Team 1
6474,97645,Human Resources,Human Resources Team 1
6475,23978,Sciences,Sciences Team 1
6476,20487,Engineering,Engineering Team 1
6477,11015,Risk Management,Risk Management Team 1
6478,50740,Marketing,Marketing Team 1
6479,24763,Sciences,Sciences Team 2
6480,86083,Risk Management,Risk Management Team 1
6481,45389,Risk Management,Risk Management Team 1
6482,19957,Marketing,Marketing Team 1
6483,87703,Sales,Sales Team 2
6484,34576,Risk Management,Risk Management Team 1
6485,85435,Adminstration,Adminstration Team 3
6487,63361,Marketing,Marketing Team 1
6488,90450,Human Resources,Human Resources Team 2
6489,11659,Investment,Investment Team 3
6490,45874,Engineering,Engineering Team 4
6491,91444,Risk Management,Risk Management Team 1
6492,92670,Sciences,Sciences Team 1
6493,79924,Marketing,Marketing Team 1
6494,35513,Sciences,Sciences Team 1
6496,85938,Investment,Investment Team 3
6497,87710,Engineering,Engineering Team 3
6498,76683,Human Resources,Human Resources Team 2
6499,71844,Sciences,Sciences Team 1
6500,48698,Sales,Sales Team 2
6501,31787,Human Resources,Human Resources Team 2
6502,36027,Investment,Investment Team 2
6503,46523,Adminstration,Adminstration Team 3
6504,93363,Human Resources,Human Resources Team 1
6505,77074,Adminstration,Adminstration Team 1
6506,71670,Engineering,Engineering Team 3
6507,20511,Sciences,Sciences Team 2
6508,50996,Risk Management,Risk Management Team 1
6509,92753,Marketing,Marketing Team 1
6510,65283,Sciences,Sciences Team 2
6511,65216,Risk Management,Risk Management Team 1
6512,51901,Engineering,Engineering Team 1
6513,87896,Adminstration,Adminstration Team 3
6514,95142,Investment,Investment Team 3
6515,99890,Sales,Sales Team 3
6516,59639,Risk Management,Risk Management Team 1
6517,29279,Marketing,Marketing Team 1
6518,66872,Investment,Investment Team 1
6519,80077,Human Resources,Human Resources Team 1
6520,35403,Adminstration,Adminstration Team 1
6521,13273,Sciences,Sciences Team 1
6522,86643,Sciences,Sciences Team 1
6523,95099,Sciences,Sciences Team 2
6525,37539,Sciences,Sciences Team 2
6526,72841,Human Resources,Human Resources Team 2
6527,54362,Risk Management,Risk Management Team 1
6528,68978,Human Resources,Human Resources Team 2
6529,71378,Marketing,Marketing Team 1
6530,17110,Marketing,Marketing Team 1
6531,75322,Human Resources,Human Resources Team 1
6532,16142,Investment,Investment Team 1
6533,73461,Investment,Investment Team 1
6534,41442,Human Resources,Human Resources Team 1
6535,75551,Investment,Investment Team 2
6536,79595,Human Resources,Human Resources Team 1
6537,69751,Sales,Sales Team 3
6538,57712,Adminstration,Adminstration Team 1
6539,15260,Adminstration,Adminstration Team 3
6540,59014,Marketing,Marketing Team 1
6541,74521,Sales,Sales Team 1
6542,88644,Engineering,Engineering Team 2
6543,81824,Human Resources,Human Resources Team 2
6544,24596,Human Resources,Human Resources Team 1
6545,46033,Engineering,Engineering Team 4
6546,45844,Risk Management,Risk Management Team 1
6547,38398,Sciences,Sciences Team 1
6548,56595,Risk Management,Risk Management Team 1
6549,26073,Investment,Investment Team 3
6550,93506,Adminstration,Adminstration Team 2
6551,49640,Marketing,Marketing Team 1
6552,73097,Human Resources,Human Resources Team 2
6553,13615,Risk Management,Risk Management Team 1
6554,24396,Human Resources,Human Resources Team 1
6555,72725,Sciences,Sciences Team 2
6556,33610,Investment,Investment Team 3
6557,43739,Adminstration,Adminstration Team 4
6558,61976,Marketing,Marketing Team 1
6559,75135,Sciences,Sciences Team 2
6560,85293,Marketing,Marketing Team 1
6561,27723,Risk Management,Risk Management Team 1
6562,47619,Sales,Sales Team 2
6563,75630,Risk Management,Risk Management Team 1
6564,56872,Sales,Sales Team 2
6565,52031,Sciences,Sciences Team 1
6566,58499,Engineering,Engineering Team 2
6567,23173,Marketing,Marketing Team 1
6568,89865,Engineering,Engineering Team 1
6569,45776,Marketing,Marketing Team 1
6570,55689,Sciences,Sciences Team 1
6571,13522,Sciences,Sciences Team 1
6572,16913,Investment,Investment Team 1
6573,48131,Investment,Investment Team 2
6574,45542,Investment,Investment Team 1
6575,59803,Sciences,Sciences Team 1
6576,24282,Sciences,Sciences Team 2
6577,54328,Investment,Investment Team 3
6578,26763,Sales,Sales Team 3
6579,12764,Investment,Investment Team 3
6580,91959,Sciences,Sciences Team 2
6581,37239,Adminstration,Adminstration Team 2
6582,30608,Human Resources,Human Resources Team 2
6583,79866,Marketing,Marketing Team 1
6584,64940,Adminstration,Adminstration Team 2
6585,25000,Adminstration,Adminstration Team 1
6586,21986,Engineering,Engineering Team 4
6587,25240,Risk Management,Risk Management Team 1
6588,65328,Marketing,Marketing Team 1
6589,82747,Human Resources,Human Resources Team 1
6590,68084,Investment,Investment Team 1
6591,49874,Engineering,Engineering Team 2
6592,54191,Sciences,Sciences Team 2
6593,60735,Sales,Sales Team 3
6594,78959,Risk Management,Risk Management Team 1
6595,20277,Adminstration,Adminstration Team 2
6596,14449,Adminstration,Adminstration Team 2
6597,56105,Human Resources,Human Resources Team 1
6598,54072,Sciences,Sciences Team 1
6599,75741,Marketing,Marketing Team 1
6600,22124,Sciences,Sciences Team 1
6601,66146,Investment,Investment Team 2
6602,80751,Adminstration,Adminstration Team 2
6603,15555,Sciences,Sciences Team 1
6604,16559,Human Resources,Human Resources Team 2
6605,88822,Sales,Sales Team 1
6606,85458,Sales,Sales Team 1
6607,59790,Marketing,Marketing Team 1
6608,96407,Human Resources,Human Resources Team 2
6609,70859,Engineering,Engineering Team 4
6610,44064,Human Resources,Human Resources Team 1
6611,89124,Adminstration,Adminstration Team 2
6612,96009,Risk Management,Risk Management Team 1
6613,61186,Human Resources,Human Resources Team 1
6614,48444,Investment,Investment Team 1
6615,98978,Investment,Investment Team 3
6616,15291,Investment,Investment Team 1
6617,77524,Human Resources,Human Resources Team 2
6618,50903,Risk Management,Risk Management Team 1
6619,87373,Marketing,Marketing Team 1
6620,78666,Sciences,Sciences Team 1
6621,43931,Engineering,Engineering Team 1
6622,76205,Human Resources,Human Resources Team 2
6623,56892,Marketing,Marketing Team 1
6624,34343,Risk Management,Risk Management Team 1
6625,28450,Investment,Investment Team 1
6626,20740,Marketing,Marketing Team 1
6627,65054,Risk Management,Risk Management Team 1
6628,17214,Sciences,Sciences Team 2
6629,54459,Marketing,Marketing Team 1
6630,35745,Human Resources,Human Resources Team 2
6631,63193,Investment,Investment Team 3
6632,93135,Sciences,Sciences Team 2
6633,37145,Sciences,Sciences Team 1
6634,97042,Risk Management,Risk Management Team 1
6635,12145,Risk Management,Risk Management Team 1
6636,55484,Engineering,Engineering Team 3
6637,60753,Adminstration,Adminstration Team 2
6638,72481,Marketing,Marketing Team 1
6639,63960,Human Resources,Human Resources Team 2
6640,81854,Sciences,Sciences Team 2
6641,93196,Adminstration,Adminstration Team 1
6642,85998,Engineering,Engineering Team 1
6643,98694,Adminstration,Adminstration Team 4
6645,32869,Marketing,Marketing Team 1
6646,58152,Engineering,Engineering Team 3
6647,91059,Risk Management,Risk Management Team 1
6648,44421,Adminstration,Adminstration Team 3
6649,22524,Sciences,Sciences Team 2
6650,88532,Investment,Investment Team 3
6651,16703,Sales,Sales Team 3
6652,75117,Engineering,Engineering Team 3
6653,18187,Investment,Investment Team 2
6654,72342,Sales,Sales Team 1
6655,39495,Sales,Sales Team 2
6656,71274,Adminstration,Adminstration Team 4
6657,48868,Sales,Sales Team 3
6658,96144,Adminstration,Adminstration Team 4
6659,82675,Engineering,Engineering Team 2
6660,69960,Adminstration,Adminstration Team 1
6661,32718,Engineering,Engineering Team 1
6662,80910,Sales,Sales Team 3
6663,35226,Adminstration,Adminstration Team 3
6664,52760,Adminstration,Adminstration Team 2
6665,83250,Engineering,Engineering Team 4
6666,85226,Adminstration,Adminstration Team 2
6667,56577,Sales,Sales Team 3
6668,27013,Sciences,Sciences Team 2
6669,45831,Human Resources,Human Resources Team 1
6670,79209,Marketing,Marketing Team 1
6671,32249,Human Resources,Human Resources Team 2
6672,93368,Investment,Investment Team 1
6673,65090,Engineering,Engineering Team 4
6674,27456,Human Resources,Human Resources Team 1
6675,46951,Adminstration,Adminstration Team 2
6676,67438,Sciences,Sciences Team 2
6677,67760,Sciences,Sciences Team 2
6678,53817,Sales,Sales Team 3
6679,23432,Human Resources,Human Resources Team 2
6680,16166,Investment,Investment Team 1
6681,55314,Sales,Sales Team 3
6682,92441,Adminstration,Adminstration Team 3
6683,54962,Human Resources,Human Resources Team 2
6684,20461,Human Resources,Human Resources Team 2
6685,93028,Human Resources,Human Resources Team 2
6687,40437,Sales,Sales Team 3
6688,27875,Engineering,Engineering Team 4
6689,88498,Sciences,Sciences Team 1
6690,16965,Engineering,Engineering Team 2
6691,47163,Sciences,Sciences Team 1
6692,96168,Adminstration,Adminstration Team 3
6693,75719,Sales,Sales Team 3
6694,83731,Adminstration,Adminstration Team 3
6695,57954,Marketing,Marketing Team 1
6696,57148,Sales,Sales Team 2
6697,87576,Marketing,Marketing Team 1
6698,50675,Investment,Investment Team 1
6699,14072,Sales,Sales Team 1
6700,12829,Marketing,Marketing Team 1
6701,99610,Risk Management,Risk Management Team 1
6702,44941,Sales,Sales Team 1
6703,92470,Human Resources,Human Resources Team 2
6704,85648,Sciences,Sciences Team 2
6705,76524,Marketing,Marketing Team 1
6706,13054,Risk Management,Risk Management Team 1
6707,29113,Human Resources,Human Resources Team 1
6708,43054,Engineering,Engineering Team 1
6709,38318,Adminstration,Adminstration Team 1
6710,54987,Marketing,Marketing Team 1
6711,46900,Adminstration,Adminstration Team 2
6713,63750,Adminstration,Adminstration Team 1
6714,14803,Human Resources,Human Resources Team 1
6715,46689,Sciences,Sciences Team 2
6716,78114,Investment,Investment Team 2
6717,96872,Sales,Sales Team 1
6718,98437,Sciences,Sciences Team 2
6719,81093,Marketing,Marketing Team 1
6720,16137,Risk Management,Risk Management Team 1
6721,25224,Marketing,Marketing Team 1
6722,93021,Risk Management,Risk Management Team 1
6723,17091,Human Resources,Human Resources Team 2
6724,38646,Human Resources,Human Resources Team 2
6725,78930,Adminstration,Adminstration Team 2
6726,92817,Sales,Sales Team 3
6727,53461,Marketing,Marketing Team 1
6728,79961,Investment,Investment Team 1
6729,98419,Sales,Sales Team 2
6730,61172,Sciences,Sciences Team 1
6731,68841,Investment,Investment Team 1
6732,19879,Adminstration,Adminstration Team 4
6733,77137,Investment,Investment Team 1
6734,62991,Human Resources,Human Resources Team 2
6735,41614,Marketing,Marketing Team 1
6736,68049,Adminstration,Adminstration Team 1
6737,79390,Engineering,Engineering Team 2
6738,83379,Sales,Sales Team 1
6739,79817,Human Resources,Human Resources Team 2
6740,77281,Sciences,Sciences Team 1
6741,43307,Human Resources,Human Resources Team 1
6742,61817,Engineering,Engineering Team 3
6743,81966,Risk Management,Risk Management Team 1
6744,62289,Sales,Sales Team 1
6745,93157,Human Resources,Human Resources Team 2
6746,80191,Engineering,Engineering Team 2
6747,20989,Adminstration,Adminstration Team 4
6748,33393,Sciences,Sciences Team 2
6749,25434,Sales,Sales Team 3
6750,47243,Engineering,Engineering Team 1
6751,94322,Adminstration,Adminstration Team 1
6752,80821,Adminstration,Adminstration Team 2
6753,25497,Investment,Investment Team 3
6754,21691,Sales,Sales Team 2
6755,35407,Investment,Investment Team 1
6756,18348,Marketing,Marketing Team 1
6757,28834,Sciences,Sciences Team 2
6758,96133,Marketing,Marketing Team 1
6759,84244,Sciences,Sciences Team 1
6760,35603,Risk Management,Risk Management Team 1
6761,44349,Marketing,Marketing Team 1
6762,50156,Adminstration,Adminstration Team 4
6763,18231,Human Resources,Human Resources Team 2
6764,97706,Sales,Sales Team 2
6765,64168,Human Resources,Human Resources Team 2
6766,42603,Adminstration,Adminstration Team 4
6767,48429,Human Resources,Human Resources Team 1
6768,84247,Human Resources,Human Resources Team 2
6769,25312,Engineering,Engineering Team 4
6770,89819,Investment,Investment Team 2
6772,34061,Human Resources,Human Resources Team 1
6773,22673,Sales,Sales Team 2
6774,59880,Sciences,Sciences Team 2
6775,68261,Marketing,Marketing Team 1
6776,20064,Risk Management,Risk Management Team 1
6777,64192,Sciences,Sciences Team 1
6778,93227,Sales,Sales Team 2
6779,73388,Engineering,Engineering Team 2
6781,28574,Adminstration,Adminstration Team 3
6782,42843,Sales,Sales Team 2
6783,21485,Sciences,Sciences Team 1
6784,55431,Marketing,Marketing Team 1
6785,25060,Human Resources,Human Resources Team 2
6786,74624,Investment,Investment Team 3
6787,52126,Marketing,Marketing Team 1
6789,61025,Risk Management,Risk Management Team 1
6790,63314,Marketing,Marketing Team 1
6791,67120,Adminstration,Adminstration Team 2
6792,38367,Investment,Investment Team 3
6793,80689,Risk Management,Risk Management Team 1
6794,73319,Investment,Investment Team 3
6795,93638,Risk Management,Risk Management Team 1
6796,31150,Engineering,Engineering Team 1
6797,74653,Adminstration,Adminstration Team 3
6798,25770,Marketing,Marketing Team 1
6799,65372,Sales,Sales Team 2
6800,43141,Risk Management,Risk Management Team 1
6801,62581,Sciences,Sciences Team 2
6802,77528,Engineering,Engineering Team 4
6803,45973,Sales,Sales Team 3
6804,54894,Marketing,Marketing Team 1
6805,45148,Sales,Sales Team 1
6807,81257,Sales,Sales Team 2
6808,14668,Sciences,Sciences Team 1
6809,67523,Adminstration,Adminstration Team 1
6810,13467,Adminstration,Adminstration Team 3
6811,89866,Engineering,Engineering Team 2
6812,85217,Sales,Sales Team 2
6813,23148,Adminstration,Adminstration Team 3
6814,74619,Marketing,Marketing Team 1
6815,86512,Engineering,Engineering Team 4
6816,44670,Sales,Sales Team 1
6817,53147,Investment,Investment Team 2
6818,67756,Human Resources,Human Resources Team 2
6819,10747,Human Resources,Human Resources Team 2
6820,37034,Risk Management,Risk Management Team 1
6821,92695,Sciences,Sciences Team 1
6822,63597,Marketing,Marketing Team 1
6823,10719,Marketing,Marketing Team 1
6824,75349,Marketing,Marketing Team 1
6825,12816,Investment,Investment Team 2
6826,22728,Adminstration,Adminstration Team 4
6827,21503,Sciences,Sciences Team 1
6828,86781,Adminstration,Adminstration Team 4
6829,82137,Human Resources,Human Resources Team 1
6831,28192,Marketing,Marketing Team 1
6832,84444,Risk Management,Risk Management Team 1
6833,54831,Human Resources,Human Resources Team 1
6834,40981,Adminstration,Adminstration Team 1
6835,31209,Human Resources,Human Resources Team 2
6836,30123,Risk Management,Risk Management Team 1
6837,43916,Adminstration,Adminstration Team 2
6838,38698,Sciences,Sciences Team 1
6839,48845,Human Resources,Human Resources Team 2
6840,47837,Sales,Sales Team 2
6841,42284,Sales,Sales Team 3
6842,43736,Adminstration,Adminstration Team 4
6843,92159,Engineering,Engineering Team 2
6844,24198,Sciences,Sciences Team 1
6845,22122,Human Resources,Human Resources Team 1
6846,82457,Human Resources,Human Resources Team 2
6847,24490,Risk Management,Risk Management Team 1
6848,19073,Engineering,Engineering Team 4
6849,90917,Sales,Sales Team 3
6850,29227,Investment,Investment Team 3
6851,57424,Engineering,Engineering Team 4
6852,54094,Engineering,Engineering Team 2
6853,35429,Sciences,Sciences Team 2
6854,69276,Investment,Investment Team 2
6855,19399,Sales,Sales Team 3
6856,76413,Marketing,Marketing Team 1
6857,34148,Engineering,Engineering Team 3
6858,83348,Human Resources,Human Resources Team 1
6859,59719,Investment,Investment Team 2
6860,55998,Marketing,Marketing Team 1
6861,59925,Sciences,Sciences Team 1
6862,19817,Risk Management,Risk Management Team 1
6863,93527,Engineering,Engineering Team 3
6865,58223,Human Resources,Human Resources Team 2
6866,77188,Investment,Investment Team 1
6867,85117,Investment,Investment Team 1
6868,72385,Adminstration,Adminstration Team 2
6869,53085,Sales,Sales Team 3
6870,51853,Risk Management,Risk Management Team 1
6871,13074,Risk Management,Risk Management Team 1
6872,43120,Risk Management,Risk Management Team 1
6873,19926,Sciences,Sciences Team 2
6874,31542,Adminstration,Adminstration Team 4
6876,78244,Investment,Investment Team 1
6877,70299,Engineering,Engineering Team 4
6878,58978,Investment,Investment Team 1
6879,56940,Sciences,Sciences Team 2
6880,15000,Sales,Sales Team 2
6882,81211,Sciences,Sciences Team 2
6883,58781,Investment,Investment Team 2
6884,28013,Sciences,Sciences Team 1
6886,91925,Sciences,Sciences Team 1
6887,47613,Risk Management,Risk Management Team 1
6888,90365,Sales,Sales Team 1
6889,22095,Engineering,Engineering Team 4
6890,22098,Sciences,Sciences Team 1
6891,94699,Risk Management,Risk Management Team 1
6892,72059,Engineering,Engineering Team 1
6893,61605,Risk Management,Risk Management Team 1
6894,36036,Human Resources,Human Resources Team 2
6895,26128,Engineering,Engineering Team 3
6896,94440,Sales,Sales Team 3
6898,32089,Risk Management,Risk Management Team 1
6899,93432,Marketing,Marketing Team 1
